-12.5831,-2.4105
-17.2983,1.5438
-10.5025,-2.2674
-12.0705,-3.7578
-16.5534,-2.7847
-13.5781,-4.6597
-20.4774,-5.301
-22.5224,-0.8027
-18.3638,2.6061
-18.5963,-2.2412
-17.6495,-3.2883
-11.1148,1.3715
-9.7401,-2.8877
-11.6066,0.2871
-19.5802,-7.6952
-10.1391,0.392
-11.2348,-1.1696
-19.1819,-6.8539
-23.3356,-1.9697
-13.2808,-8.936
-16.5794,-6.7025
-22.2464,-4.0463
-21.4099,-2.5027
-15.0878,-5.1581
-15.237,-3.4975
-16.3256,1.8792
-16.8498,-2.1337
-17.3619,-1.2693
-14.1272,-4.5202
-10.5921,0.7162
-18.6069,-2.951
-22.2351,-1.1966
-20.3606,-1.6568
-21.4041,-5.6598
-17.1583,-4.4416
-14.7262,-7.6167
-18.5779,-5.4625
-16.9575,-0.6367
-17.4264,-2.7878
-13.6813,-3.5113
-12.5647,1.8557
-20.0953,3.8583
-17.5661,-1.2179
-19.8305,-0.3143
-18.7819,1.4365
-20.0872,-3.3338
-13.7109,-2.1796
-12.3924,0.1135
-18.2078,-1.6894
-12.4868,-1.6015
-13.0533,-2.5339
-13.9087,-4.397
-14.5309,1.4173
-16.0103,-7.462
-20.2873,-10.4288
-21.7051,-5.6502
-7.7853,0.6861
-15.325,-3.0162
-17.1782,-0.8949
-16.7682,2.1984
-11.9198,-8.4172
-18.0344,-1.4735
-10.9788,1.9458
-14.4919,-6.1786
-11.4592,-7.8097
-6.417,-2.6712
-13.7571,-1.4747
-20.3264,1.2154
-11.6607,2.4926
-16.6606,4.955
-12.3113,-6.8372
-13.2382,-7.4423
-16.9661,-2.265
-22.8309,-4.5952
-14.4282,-2.8464
-17.5646,-0.4383
-15.1698,-1.1189
-20.1864,1.0219
-14.727,1.6593
-17.7983,-4.378
-15.5311,1.0779
-12.8523,-4.9777
-9.9568,-4.4199
-23.5777,1.251
-22.87,-5.3457
-11.3716,-1.7071
-16.551,-7.4451
-15.2417,-4.4665
-16.9568,-4.1387
-17.4662,-2.1528
-12.3471,-6.1724
-20.7835,-0.8784
-16.2612,-0.2246
-20.7368,-7.9412
-11.3385,-6.3877
-14.5003,-5.135
-16.004,-10.1841
-16.347,-0.4003
-13.8614,-2.054
-13.6076,2.0838
-13.7406,-6.4682
-19.281,-4.6686
-16.4162,-5.5535
-19.7128,1.6607
-9.4541,-1.0238
-19.9326,-3.5583
-11.1247,-9.4104
-20.7074,0.8086
-12.3715,-0.1988
-17.6566,-5.696
-18.4607,-8.181
-17.7392,-8.1768
-11.359,-7.0326
-17.4704,-1.9134
-18.6008,1.9067
-11.4314,-2.7752
-16.9189,-1.5871
-10.0499,-3.0976
-17.9955,-5.0598
-10.5838,1.4643
-16.9231,0.6137
-17.0818,-2.6787
-15.1537,-8.0117
-19.8071,-7.905
-15.9381,-0.4984
-16.9429,-4.7959
-16.5396,-6.5266
-17.7202,-0.3231
-15.6497,-0.639
-14.4279,-8.4767
-20.416,0.9774
-12.3015,-2.6161
-19.7981,-4.1505
-15.6163,-4.3071
-8.19,0.4914
-20.1019,2.4474
-11.7818,-7.9672
-8.404,-8.8997
-17.9859,-7.41
-19.788,5.6279
-15.9561,-4.1777
-12.3973,-3.1842
-14.5776,-3.9952
-21.7913,-3.1216
-20.2107,-2.2568
-22.4809,2.1831
-16.5746,-2.6832
-17.1784,0.6291
-19.424,-6.1426
-20.2807,-1.207
-15.7432,-10.4963
-19.5009,-0.1856
-17.9241,-1.5499
-16.9597,-4.1324
-15.2643,-2.466
-19.3393,-5.9283
-17.5764,-4.4225
-12.3926,0.4823
-9.6145,-1.3305
-18.1089,-1.9483
-22.0063,-8.4053
-23.9241,-1.1718
-18.0202,-7.9644
-19.4569,-1.537
-17.6601,-4.8517
-14.6449,-5.1979
-15.3382,-8.5513
-21.8923,-3.7631
-13.0561,-4.5236
-13.8542,-8.9154
-16.813,-3.2704
-22.7109,-1.8626
-13.8849,-1.5569
-21.174,-4.0726
-23.054,-4.437
-17.4404,-5.8768
-22.3136,-8.1641
-13.4688,2.4399
-20.0608,-1.1078
-20.9277,-5.4607
-20.3325,-3.034
-16.8225,-4.0516
-20.6162,-4.6197
-14.9034,-5.1325
-22.7128,-3.2437
-19.4242,-3.6136
-16.8445,-6.8383
-17.5686,-2.3092
-19.9219,-1.3465
-14.4926,-6.9289
-10.8274,-6.3632
-16.6641,-0.9547
-21.7406,2.4486
-18.6876,-0.6549
-13.5911,-5.8135
-20.8676,-2.2832
-13.467,-1.1007
-12.6678,-4.2393
-16.7865,3.5917
-19.6486,0.6617
-11.3637,-2.4393
-19.117,-0.8687
-9.8184,0.5557
-5.2275,-4.191
-14.9157,-4.3836
-19.8851,-9.6668
-10.4249,-0.0259
-15.3472,-3.9742
-12.0474,-4.854
-18.8098,-1.9851
-15.3117,1.4044
-14.3802,-4.7774
-19.1451,-2.5629
-21.7778,-4.2465
-20.6509,-1.0478
-8.5824,0.4461
-10.2322,-6.0254
-12.7758,-5.8778
-21.4089,-5.362
-21.0979,-4.6967
-14.5678,0.989
-16.01,-0.5615
-13.0951,-4.3169
-11.8841,-4.1064
-15.2182,3.6225
-17.5645,-7.8672
-14.4874,3.6062
-12.5502,-3.9156
-11.8805,4.2023
-14.9843,-4.5817
-17.7301,-5.7297
-13.1024,-1.6183
-13.8556,-6.4015
-20.8403,-5.5328
-16.5752,-3.0363
-16.8159,-2.0901
-12.9256,-6.7531
-12.2305,-3.4798
-14.025,0.8679
-14.4006,-3.8386
-20.6247,-5.1776
-15.6429,2.9492
-12.8014,-7.7739
-15.3345,-2.3635
-13.761,0.6634
-13.8075,-1.9206
-15.3106,-0.2028
-14.3969,-1.2836
-15.4806,-10.5618
-17.318,-1.0644
-14.6611,-5.8934
-15.1813,-1.88
-13.1299,-3.4918
-13.6836,-2.1832
-15.0917,-0.161
-17.8867,-2.3534
-19.845,-3.9026
-11.3431,-3.1544
-21.2761,3.3695
-12.6965,-1.7211
-12.734,2.0683
-22.5296,-4.3829
-21.2532,-8.2264
-17.3918,0.8835
-16.9455,0.6311
-7.2231,-4.0884
-13.5914,-4.4416
-15.6892,-0.5858
-17.4571,-4.766
-12.6043,-1.7413
-16.0081,-0.7592
-22.1825,1.8109
-13.84,2.17
-12.4476,-4.0648
-13.0219,-8.1337
-20.2201,-1.1269
-18.1448,-6.7133
-11.9028,-13.3306
-16.242,-3.2425
-18.3139,-5.9811
-15.7724,-8.2418
-22.9152,-3.9056
-15.0991,-6.2177
-9.1179,-5.5009
-15.2944,-9.8392
-19.508,-2.7495
-15.5815,-6.3172
-16.6732,-0.1316
-11.4119,0.0956
-14.4677,-2.68
-8.9014,2.1442
-22.2534,-7.7458
-19.6067,2.0314
-10.2479,-6.1191
-18.925,-0.9437
-14.8865,-3.3638
-12.2374,-2.3436
-16.2028,0.4369
-16.5414,1.8263
-16.7671,-3.2325
-22.5595,-0.386
-12.775,-2.4359
-19.2537,-5.0825
-21.3261,-5.936
-10.9668,-5.8907
-11.7072,-2.3766
-17.8234,-4.1145
-23.1371,-2.5854
-9.8209,-3.7666
-16.0526,-8.5908
-14.0597,-2.8712
-14.0449,-5.3823
-16.8636,-6.8826
-16.4855,-3.528
-18.244,-1.4338
-15.5572,-5.9261
-8.4026,-4.0526
-14.2361,-2.338
-15.309,-6.8987
-13.3348,3.9019
-11.6388,-7.1656
-15.8651,-10.1323
-13.9268,1.5575
-16.9088,3.3883
-14.7064,3.241
-19.2908,-7.0053
-21.7742,3.3507
-9.3853,-2.5278
-18.3975,-3.5867
-16.0404,0.8357
-18.2531,-6.2702
-16.1617,0.6538
-15.9311,-1.3908
-13.715,-4.0612
-20.0983,-2.5411
-15.0827,-4.8634
-12.3636,-4.3376
-16.3579,2.9833
-17.8027,-6.4799
-12.7697,-10.1271
-19.4015,-5.1323
-16.1973,2.6148
-13.4266,-0.9688
-16.854,-0.2958
-16.8551,-0.5548
-20.2834,-5.0033
-14.9685,-2.0313
-17.2215,-6.6937
-19.5881,-8.4211
-16.5042,-3.2335
-17.7601,-5.4936
-15.9277,-1.825
-13.2251,-2.313
-17.0008,-4.9104
-12.5228,3.7932
-15.5902,-7.7021
-22.2203,-1.9436
-18.8222,1.7427
-12.9054,-2.7858
-11.3431,-3.0959
-19.7286,-5.7319
-24.8989,-8.7814
-13.4584,-2.5627
-18.5226,-2.0854
-18.8631,-7.8021
